comment_id,text,timestamp,source_url,text_clean,word_count,processed_text,is_sarcastic,raw_compound,raw_label,compound,pos,neu,neg,label,corrected_compound,corrected_label,local_correction_applied,local_correction_score,local_correction_terms,nrc_token_count,nrc_matched_token_count,nrc_base_anger,nrc_base_anticipation,nrc_base_fear,nrc_base_trust,nrc_base_sadness,nrc_base_hope,nrc_base_frustration,local_emotion_applied,local_emotion_terms,local_emotion_match_count,local_anger_score,local_fear_score,local_trust_score,local_hope_score,local_sadness_score,local_frustration_score,nrc_anger,nrc_anticipation,nrc_fear,nrc_trust,nrc_sadness,nrc_hope,nrc_frustration,is_relevant,relevance_score,relevance_reason,relevance_terms
1322610832456208,I encourage all Zesco employees to lock their offices and go home. Thank you,2026-05-04T13:56:54.826702+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,i encourage all zesco employees to lock their offices and go home thank you,14,mukuka lushomo very true,False,0.4754,positive,0.4754,0.508,0.492,0.0,positive,0.4754,positive,False,0.0,,4,1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,True,3,matched_energy_terms,zesco
1322610832456208,I encourage all Zesco employees to lock their offices and go home. Thank you,2026-05-04T13:56:54.826702+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,i encourage all zesco employees to lock their offices and go home thank you,14,company us group e going use power 00 00 03 00 like honestly let s serious considerate,False,0.7964,positive,0.7964,0.406,0.531,0.063,positive,0.7964,positive,False,0.0,,17,1,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,True,7,matched_energy_and_context_terms,"group,power,zesco"
1322610832456208,I encourage all Zesco employees to lock their offices and go home. Thank you,2026-05-04T13:56:54.826702+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,i encourage all zesco employees to lock their offices and go home thank you,14,mukuka lushomo imagine waking go use power download movies,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6,matched_energy_terms,"power,zesco"
1322610832456208,I encourage all Zesco employees to lock their offices and go home. Thank you,2026-05-04T13:56:54.826702+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,i encourage all zesco employees to lock their offices and go home thank you,14,kabika harriet imagine sis lying us straight faces bachilamo reason go home,False,-0.3612,negative,-1.0,0.124,0.654,0.222,negative,-1.0,negative,True,-0.8,bachilamo,12,2,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,True,bachilamo,1,0.7,0.1,0.0,0.0,0.2,0.8,0.7833333333333333,0.0,0.1,0.0,0.2,0.0,0.8416666666666667,True,3,matched_energy_terms,zesco
1322610832456208,I encourage all Zesco employees to lock their offices and go home. Thank you,2026-05-04T13:56:54.826702+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,i encourage all zesco employees to lock their offices and go home thank you,14,mukuka lushomo very upsetting,False,-0.5256,negative,-0.5256,0.0,0.469,0.531,negative,-0.5256,negative,False,0.0,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,3,matched_energy_terms,zesco
1322610832456208,I encourage all Zesco employees to lock their offices and go home. Thank you,2026-05-04T13:56:54.826702+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,i encourage all zesco employees to lock their offices and go home thank you,14,mukuka lushomo looking promise 01 10 2024 should liars tolerated big company like zesco limited,False,-0.128,negative,-0.128,0.227,0.521,0.251,negative,-0.128,negative,False,0.0,,15,2,0.0666666666666666,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0666666666666666,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0666666666666666,True,4,matched_energy_terms,"promise,zesco"
1322610832456208,I encourage all Zesco employees to lock their offices and go home. Thank you,2026-05-04T13:56:54.826702+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,i encourage all zesco employees to lock their offices and go home thank you,14,mukuka lushomo m now wondering stability means company called zesco limited,False,-0.2263,negative,-0.2263,0.0,0.826,0.174,negative,-0.2263,negative,False,0.0,,11,1,0.0909090909090909,0.0,0.0,0.0,0.0909090909090909,0.0,0.0909090909090909,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0909090909090909,0.0,0.0909090909090909,True,4,matched_energy_terms,"stability,zesco"
1322610832456208,I encourage all Zesco employees to lock their offices and go home. Thank you,2026-05-04T13:56:54.826702+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,i encourage all zesco employees to lock their offices and go home thank you,14,mukuka lushomo need rest maybe tired,False,-0.4404,negative,-0.4404,0.0,0.633,0.367,negative,-0.4404,negative,False,0.0,,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,3,matched_energy_terms,zesco
1322610832456208,I encourage all Zesco employees to lock their offices and go home. Thank you,2026-05-04T13:56:54.826702+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,i encourage all zesco employees to lock their offices and go home thank you,14,mukuka lushomo best advice ever,False,0.6369,positive,0.6369,0.512,0.488,0.0,positive,0.6369,positive,False,0.0,,5,1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,True,3,matched_energy_terms,zesco
1322610832456208,I encourage all Zesco employees to lock their offices and go home. Thank you,2026-05-04T13:56:54.826702+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,i encourage all zesco employees to lock their offices and go home thank you,14,government liars starting top s chief liar,False,-0.7096,negative,-0.7096,0.157,0.261,0.583,negative,-0.7096,negative,False,0.0,,7,3,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.1428571428571428,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.1428571428571428,0.0,True,3,matched_energy_terms,zesco
863524105753795,At least we had 10-16hrs,2026-05-04T13:56:54.826676+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,at least we had 10 16hrs,6,hussein abdi how long think last don t know people go 4 days without power,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,15,2,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0,True,3,matched_energy_terms,power
1322610832456208,I encourage all Zesco employees to lock their offices and go home. Thank you,2026-05-04T13:56:54.826702+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,i encourage all zesco employees to lock their offices and go home thank you,14,mukuka lushomo swear even getting paid aii,False,-0.0516,negative,-0.0516,0.0,0.833,0.167,negative,-0.0516,negative,False,0.0,,7,1,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,True,3,matched_energy_terms,zesco
1322610832456208,I encourage all Zesco employees to lock their offices and go home. Thank you,2026-05-04T13:56:54.826702+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,i encourage all zesco employees to lock their offices and go home thank you,14,mukuka lushomo gonna feed families,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,3,matched_energy_terms,zesco
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,ve never school understand cause disability too much,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,8,2,0.0,0.0,0.0,0.125,0.125,0.0,0.0625,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0625,True,7,matched_energy_terms,"power,stability,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,dennis zulu comment seems funded someone,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,7,matched_energy_terms,"power,stability,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,dennis zulu s ppl like u crisis u take down anything u would stress deal ppl like u,False,-0.4404,negative,-0.4404,0.239,0.431,0.33,negative,-0.4404,negative,False,0.0,,18,3,0.0,0.0555555555555555,0.0,0.0555555555555555,0.0,0.0555555555555555,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.0555555555555555,0.0,0.0555555555555555,0.0,True,7,matched_energy_terms,"power,stability,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,dennis zulu sound like foolish men generation,False,0.1027,positive,0.1027,0.26,0.521,0.219,positive,0.1027,positive,False,0.0,,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,7,matched_energy_terms,"power,stability,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,dennis zulu son director uyu,False,0.0,neutral,-0.4,0.0,1.0,0.0,negative,-0.4,negative,True,-0.4,uyu,5,1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,True,uyu,1,0.3,0.0,0.0,0.0,0.1,0.4,0.3,0.0,0.0,0.2,0.1,0.0,0.4,True,7,matched_energy_terms,"power,stability,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,mayaya jae imagine also those living near clinics never experienced going through true rain poor planning honestly speaking suffered,False,-0.128,negative,-0.128,0.214,0.554,0.232,negative,-0.128,negative,False,0.0,,19,3,0.0,0.0526315789473684,0.0,0.1578947368421052,0.0,0.0526315789473684,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.1578947368421052,0.0,0.0526315789473684,0.0,True,7,matched_energy_terms,"power,stability,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,dennis zulu due respect madam because cannot never sir re,False,0.4767,positive,0.4767,0.256,0.744,0.0,positive,0.4767,positive,False,0.0,,10,2,0.0,0.1,0.0,0.2,0.0,0.1,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.0,True,7,matched_energy_terms,"power,stability,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,dennis zulu just hope won t insulted comment,False,0.5106,positive,0.5106,0.475,0.288,0.237,positive,0.5106,positive,False,0.0,,8,1,0.0,0.125,0.0,0.125,0.0,0.125,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.125,0.0,True,7,matched_energy_terms,"power,stability,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,dennis zulu yaba better,False,0.4404,positive,0.1404,0.492,0.508,0.0,positive,0.1404,positive,True,-0.3,yaba,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,yaba,1,0.2,0.0,0.0,0.0,0.1,0.3,0.2,0.0,0.0,0.0,0.1,0.0,0.3,True,7,matched_energy_terms,"power,stability,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,dennis zulu iwe upanga che chongo keep quiet don t wise things say,False,0.4767,positive,0.4767,0.22,0.78,0.0,positive,0.4767,positive,False,0.0,,13,3,0.0,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0384615384615384,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0384615384615384,True,7,matched_energy_terms,"power,stability,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,dennis zulu poor mindset,False,-0.4767,negative,-0.4767,0.0,0.492,0.508,negative,-0.4767,negative,False,0.0,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,7,matched_energy_terms,"power,stability,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,joana shula thanks reminding s talking like 5 years old man t remember hh told us,False,0.6597,positive,0.6597,0.329,0.671,0.0,positive,0.6597,positive,False,0.0,,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,7,matched_energy_terms,"power,stability,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,dennis zulu responsible formulating time table really understand how many businesses crippled zesco three hour electrical during day would greatly lessen burden having worked however needs electricity people sleeping really poor planning zesco limited better considerate,False,-0.0954,negative,-0.0954,0.174,0.644,0.182,negative,-0.0954,negative,False,0.0,,36,8,0.0277777777777777,0.0833333333333333,0.0,0.0833333333333333,0.0555555555555555,0.0833333333333333,0.0416666666666666,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0277777777777777,0.0833333333333333,0.0,0.0833333333333333,0.0555555555555555,0.0833333333333333,0.0416666666666666,True,10,matched_energy_terms,"electricity,power,stability,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,dennis zulu right electricity means zesco failed people zambia whether draught during floods zesco just supposed supply power people zambia every day zesco s day engineers must thinking how expand grids just thinking exporting neighbouring countries s people first mind population fast growing zesco seems sleeping note,False,-0.0772,negative,-0.0772,0.081,0.852,0.067,negative,-0.0772,negative,False,0.0,,47,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13,matched_energy_terms,"electricity,power,stability,supply,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,dennis zulu saying,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,7,matched_energy_terms,"power,stability,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,dennis zulu stop cutting trees start,False,-0.4019,negative,-0.4019,0.0,0.519,0.481,negative,-0.4019,negative,False,0.0,,6,2,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,True,7,matched_energy_terms,"power,stability,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,dennis zulu statement would make sense happening countries affected years drought know loadshedding hours zim example,False,-0.1531,negative,-0.1531,0.0,0.904,0.096,negative,-0.1531,negative,False,0.0,,16,3,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,True,11,matched_energy_and_context_terms,"hours,loadshedding,power,stability,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,joana shula go sn start living ku dubai,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,8,1,0.0,0.125,0.0,0.0,0.0,0.125,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,True,7,matched_energy_terms,"power,stability,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,compare zambia dubai ninshi ulicikopo mumutwe pompweiwe,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,ninshi,1,0.1,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.2,True,7,matched_energy_terms,"power,stability,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,dennis zulu lishilu ili don t mind 3hrs ati appreciate,False,0.4019,positive,0.4019,0.252,0.748,0.0,positive,0.4019,positive,False,0.0,,10,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,True,7,matched_energy_terms,"power,stability,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,bruce mwanza very true wonder never plan future,False,0.4754,positive,0.4754,0.306,0.694,0.0,positive,0.4754,positive,False,0.0,,8,2,0.0,0.125,0.0,0.125,0.0,0.125,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.125,0.0,True,7,matched_energy_terms,"power,stability,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,dennis zulu ndiwe kapuba zesco customers signed contract supply power don t care power comes rains air,False,0.4939,positive,0.4939,0.176,0.824,0.0,positive,0.4939,positive,False,0.0,,17,2,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,True,10,matched_energy_terms,"power,stability,supply,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,dennis zulu muli ulichipuba kaah nagu mulelwishiya ichito ku zesco mwila supportah ifya mugulu ichilubeyo,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,7,matched_energy_terms,"power,stability,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,ninshi ndiwe ka activist kuma 24,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,ninshi,1,0.1,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.2,True,7,matched_energy_terms,"power,stability,zesco"
1681413012651571,"County men and women it's not zesco who drops rain , we are even lucky that Zesco company is making efforts to maintain 3hrs stability of power it's good let us learn to appreciate , Thank you",2026-05-04T13:56:54.826439+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,county men and women it s not zesco who drops rain we are even lucky that zesco company is making efforts to maintain 3hrs stability of power it s good let us learn to appreciate thank you,37,dennis zulu learn appreciate quick sell than buy neighboring countries excess power buying those countries mind still exporting power,False,0.4019,positive,0.4019,0.13,0.87,0.0,positive,0.4019,positive,False,0.0,,19,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,7,matched_energy_terms,"power,stability,zesco"
