comment_id,processed_text,raw_compound,raw_label,compound,pos,neu,neg,label,corrected_compound,corrected_label,local_correction_applied,local_correction_score,local_correction_terms
1802524433906405,how check power nightmare comes midnight,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1998224180681414,thedrina zee vlahakis kumwenda sis thoughts exactly expect us come house meter outside night check very stupid,-0.5709,negative,-0.5709,0.0,0.812,0.188,negative,-0.5709,negative,False,0.0,
1636472860633097,harriet how benefit us updated updated give us power 24 7 jokers,0.4588,positive,0.4588,0.231,0.769,0.0,positive,0.4588,positive,False,0.0,
1106402974283188,how without power kindly help us,-0.5975,negative,-0.5975,0.0,0.45,0.55,negative,-0.5975,negative,False,0.0,
1260522001936827,kuno power comes 23 n goes 04 time update update without power,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
942319534430038,screw how supposed those updates without power isn t way zesco updates automatically because don t see how people going pull off given deadline,-0.1027,negative,-0.1027,0.0,0.938,0.062,negative,-0.1027,negative,False,0.0,
1257524862250122,1 power comes people sleeping 2 think everyone social media get info 3 done ensure zambians information other than facebook page lot people even watching tv because power throughout day night people already frustrated having adequate power want frustrate us disconnecting meters whatever people upto kaya,-0.3818,negative,-0.3818,0.116,0.757,0.127,negative,-0.3818,negative,False,0.0,
1076151193988869,went how update power,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
913826857366209,how check don t power serious even put deadline give us power upto 24,-0.0772,negative,-0.0772,0.0,0.902,0.098,negative,-0.0772,negative,False,0.0,
910267914083968,poor way operating area power just comes night sleeping time updates,-0.4767,negative,-0.4767,0.0,0.763,0.237,negative,-0.4767,negative,False,0.0,
8613545648714263,cable stolen s week now how update meter please zesco,-0.2263,negative,-0.2263,0.184,0.56,0.256,negative,-0.2263,negative,False,0.0,
1106402974283188,veronica banda legends wait extension deadline,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1257524862250122,mirriam singh switch off care haven t power 13days sure how should update meter s off,0.6705,positive,0.6705,0.314,0.686,0.0,positive,0.6705,positive,False,0.0,
816837920467043,zesco limited meters don t ma how update,-0.2263,negative,-0.2263,0.0,0.759,0.241,negative,-0.2263,negative,False,0.0,
963209262309928,mmmmmh consumer access internet,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
2070074933423687,how think people small phones know same upgrade please order,0.3182,positive,0.3182,0.204,0.796,0.0,positive,0.3182,positive,False,0.0,
1546678479322668,mean ensure uninterrupted power supply,0.3818,positive,0.3818,0.394,0.606,0.0,positive,0.3818,positive,False,0.0,
1299485121402214,how announce day before deadline brains,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1074584167487830,how update without electricity don t understand,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1550477338905911,how done power sure,0.3182,positive,0.3182,0.434,0.566,0.0,positive,0.3182,positive,False,0.0,
2206170783118435,how check meter power,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
963209262309928,moira chikombola imagine ai only saw 2 days ago power coming awkward times sure how get done today,0.1779,positive,0.1779,0.122,0.794,0.085,positive,0.1779,positive,False,0.0,
1307712497246378,happens us dnt smart phones n haven t seen message n top power access tv listen radio n put deadline tomorrow,0.5423,positive,0.5423,0.231,0.769,0.0,positive,0.5423,positive,False,0.0,
1627443644860485,those fb should now how access information,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1116756016627970,work even don t power,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
548584151289469,zesco limited meter work without power otherwise s never power supply,-0.2263,negative,-0.2263,0.0,0.826,0.174,negative,-0.2263,negative,False,0.0,
1074403790843828,zesco limited called countless times report service cable almost ground don t respond,-0.2263,negative,-0.2263,0.0,0.853,0.147,negative,-0.2263,negative,False,0.0,
1550477338905911,patricia kantumoya makukula people finish energy want us wake 01 even anyway,0.34,positive,0.34,0.254,0.746,0.0,positive,0.34,positive,False,0.0,
586968070681059,everyone online read also loadshedding extended period time people given reasonable notice like,0.3612,positive,0.3612,0.172,0.828,0.0,positive,0.3612,positive,False,0.0,
856102363268876,zesco limited re serious company aside people having power exercise people business traveled different places country houses locked how supposed deal deadline tomorrow should come back update meter travel back continue businesses put month notice iyo 24hrs live same house same programs just because always go back house doesn t mean everyone just because leave people home doesn t mean everyone mwabako na logical s even load shedding keeps worsening,-0.6597,negative,-0.6597,0.0,0.895,0.105,negative,-0.6597,negative,False,0.0,
921326036600249,good news u promised us today 23rd moreover power advice updated without power,0.6597,positive,0.6597,0.351,0.649,0.0,positive,0.6597,positive,False,0.0,
464588649563951,malaiti 24 hrs 03 how u even strength go press meter box aha serious,0.4404,positive,0.4404,0.206,0.71,0.084,positive,0.4404,positive,False,0.0,
431150710039796,now us black how going even though prepaid off mean even don t power still press digits prepaid,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
570995898872291,zesco limited how haven t received 4 hours power today,-0.2263,negative,-0.2263,0.0,0.787,0.213,negative,-0.2263,negative,False,0.0,
913471983769764,zesco limited key change tokens mean ensure uninterrupted power supply isn t load shedding interrupting power supply need information update should update anything,-0.128,negative,-0.128,0.101,0.739,0.16,negative,-0.128,negative,False,0.0,
1083869546555307,decision makers including pr corporate affairs department should mental checkups instead giving formula how people update without power hallucinating notices deadlines fundraising venture put deadline minimum amount put update amount t people just updated without buying electricity just need ka minimum something,0.34,positive,0.34,0.057,0.943,0.0,positive,0.34,positive,False,0.0,
1217856575972373,how update meters s power alternatives,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1198378554560973,exam give during less than 24hrs think s everyone see within 24hrs,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
880379824216906,don t update update new high tarrifs besides how update useless meter power,-0.4215,negative,-0.4215,0.0,0.797,0.203,negative,-0.4215,negative,False,0.0,
1947229325798355,m sure whether laugh cry kind irresponsibility zesco surely failed project customer service team highly irrelevant,0.7003,positive,0.7003,0.442,0.326,0.232,positive,0.7003,positive,False,0.0,
1293999082039855,updating work even household doesn t power need power update done minimal time sensitization statement wish should given information earliest monday week,0.4019,positive,0.4019,0.119,0.881,0.0,positive,0.4019,positive,False,0.0,
1775418393314477,nadi n polela exactly t remember last time thing,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1594589981168933,now how going check without power show us another way,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1144315603777218,haven t electricity 3 days straight how meter updated,0.2263,positive,0.2263,0.241,0.759,0.0,positive,0.2263,positive,False,0.0,
3995061740769962,zesco limited how update electricity,-0.2263,negative,-0.2263,0.0,0.678,0.322,negative,-0.2263,negative,False,0.0,
467048809284648,kind smoke guys zesco limited smoke htf expect people us only seeing stupid message just now mulebako na seriousness job take people s silence granted sure just pathetic entire network,-0.3612,negative,-0.3612,0.193,0.551,0.256,negative,-0.3612,negative,False,0.0,
1542363739729921,wants us upgrade know very well us see electricity s miracle give us power whole wish cause don t expect us wake midnight s only time see electricity,0.8357,positive,0.8357,0.288,0.712,0.0,positive,0.8357,positive,False,0.0,
496969586056923,work even s malaiti,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
952058353483448,way checking without power don t now s unlikely ll 24th ubupuba ubutabupwa,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1108754516783627,how check power supply submit,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1542363739729921,gladys getrude kabaso imagine want us wake 02 00hrs called update,0.0772,positive,0.0772,0.115,0.885,0.0,positive,0.0772,positive,False,0.0,
1542363739729921,dear dream,0.5574,positive,0.5574,1.0,0.0,0.0,positive,0.5574,positive,False,0.0,
3817640505157682,zesco limitedif s company just likes test patience calmness people zambia s people increasing tariffs promising 7 hours supply just going back word power over 48 hours salama park chelston green area zesco limited tired being given useless complaint numbers say resolved power hasn t restored s fault send people come fix issue salama park under chelston green tired,-0.4767,negative,-0.4767,0.174,0.608,0.218,negative,-0.4767,negative,False,0.0,
884425186806485,meter off connect battery make update,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
583394940850912,zesco limited 1 yesterday asked question concerning us buy using mobile money didn t answer dont token vendors kwatu s buy usung mobile money 2 give us deadline know very well zesco limited don t follow schedule just extend deadline because everyone make always want us understand faults whatnot s also turn understand us,-0.3626,negative,-0.3626,0.099,0.774,0.127,negative,-0.3626,negative,False,0.0,
1069715211517359,zesco limited power disruption power power country don t even remember last time saw heard power charged phone even ironed clothes due respect fishimyeni ngamulefwaya,-0.2732,negative,-0.2732,0.106,0.683,0.212,negative,-0.2732,negative,False,0.0,
962511389037694,serious outdated prepaids yours don t button,-0.0772,negative,-0.0772,0.0,0.794,0.206,negative,-0.0772,negative,False,0.0,
925697462310474,arthur mwakanandi actually don t meter update doesn t don t see how work,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1012280840655231,total madness how expect people update don t power supply ai,-0.4404,negative,-0.4404,0.0,0.756,0.244,negative,-0.4404,negative,False,0.0,
909596051135756,given defending zesco now agree jokers,0.3612,positive,0.3612,0.333,0.667,0.0,positive,0.3612,positive,False,0.0,
1217100462683573,pend upgrading initiative until supply normalized how input those details metres asking going days power supply find power switch metres end today,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1135886531575155,ifwe each time power restored prepaid shows power power output calling zesco 1 week now help whatsoever,0.6249,positive,0.6249,0.267,0.733,0.0,positive,0.6249,positive,False,0.0,
1357394061953182,now,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
2938486026317644,seems like disconnected kuno didn t know anything don t follow page didn t receive other communication,0.3612,positive,0.3612,0.161,0.839,0.0,positive,0.3612,positive,False,0.0,
1311207946549485,sure only targeted customers following facebook,0.3182,positive,0.3182,0.315,0.685,0.0,positive,0.3182,positive,False,0.0,
3817640505157682,zesco limitedzesco limited restore power chelston green area tired tired calling buying minutes nothing,-0.6705,negative,-0.6705,0.111,0.503,0.387,negative,-0.6705,negative,False,0.0,
1135886531575155,felistus mulabanya ummmh s sad just go office shout,-0.4767,negative,-0.4767,0.0,0.693,0.307,negative,-0.4767,negative,False,0.0,
1135886531575155,felistus mulabanya thats used happen mine just come change meter three months ago,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1135886531575155,erica chayi how long take come ur aid aii,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1135886531575155,felistus mulabanya same day called mostly used come same day number thrs using call,0.0772,positive,0.0772,0.091,0.909,0.0,positive,0.0772,positive,False,0.0,
770507935235942,like fool fell trick bought units now staring dark meter t upload past midnight now very very sleepy nikagone chabe,-0.1531,negative,-0.1531,0.111,0.708,0.181,negative,-0.1531,negative,False,0.0,
585587983923656,ve power 2 days now chamba valley,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1281787743172394,updated even without power cos short notice don t even supply power according schedule also should 40 secs only entering 20 digit token huh wait minute count down ve singing mwankalako serious once weh,-0.0772,negative,-0.0772,0.0,0.961,0.039,negative,-0.0772,negative,False,0.0,
1120296419426094,people need serious honestly how put deadline power cases s comes dreaming,0.4019,positive,0.4019,0.226,0.677,0.098,positive,0.4019,positive,False,0.0,
602465905870103,electricity how expect us update sure,0.3182,positive,0.3182,0.315,0.685,0.0,positive,0.3182,positive,False,0.0,
1581321032485071,simpler terms work 2am stuff,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
921247029504857,waiting count down promised saying want us wake 04 00 start updating prepaid,0.4215,positive,0.4215,0.257,0.743,0.0,positive,0.4215,positive,False,0.0,
3936850839927381,how go doing cable supposed supply electricity house stolen week plus now,-0.4939,negative,-0.4939,0.0,0.775,0.225,negative,-0.4939,negative,False,0.0,
770507935235942,petronella halwiindi simuchimba know how trick us time fools,-0.5267,negative,-0.5267,0.0,0.614,0.386,negative,-0.5267,negative,False,0.0,
1107970484246496,prepaid meter works power how going update without power teach us how update without power come update zesco isn t serious nid plan b go solar generator remain without customers,-0.0772,negative,-0.0772,0.0,0.954,0.046,negative,-0.0772,negative,False,0.0,
2272938236420174,how update ve power 7days now,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1594917784453736,good news promised us should watch next 3days ayi,0.6597,positive,0.6597,0.435,0.565,0.0,positive,0.6597,positive,False,0.0,
1695281181201338,how update day 4 electricity tomorrow sunday deadline,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
905527851552707,zesco limited how update power such short notice,-0.2263,negative,-0.2263,0.0,0.787,0.213,negative,-0.2263,negative,False,0.0,
1147274600611921,how check haven t power since last week sunday,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1550415722277796,how going power comes midnight,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
893013686272681,use check meters updated supply power 3 3 30,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
539573425612002,ma old meter lol how update power play too much,0.6369,positive,0.6369,0.394,0.606,0.0,positive,0.6369,positive,False,0.0,
497507806651940,mean update without power,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1122021676311355,zesco don t give full information metre number starts 070 code 0057 symbol metre number starts 450 code 005 stress us enough without adding mix better off just telling us buy additional k10 units checking update stressing,-0.7274,negative,-0.7274,0.063,0.75,0.187,negative,-0.7274,negative,False,0.0,
488612390860147,wake around 01 process restore power trusted schedule,0.6486,positive,0.6486,0.469,0.531,0.0,positive,0.6486,positive,False,0.0,
1888000131727022,how update haven t power two days,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
931813121610460,just say contribute k10 s company number should send names bring,0.0772,positive,0.0772,0.126,0.874,0.0,positive,0.0772,positive,False,0.0,
565328749437260,want interrupt good sleep just update prepaid meter nevertheless how update meter without power,0.2023,positive,0.2023,0.239,0.625,0.136,positive,0.2023,positive,False,0.0,
1107824777667206,how people check without power mad s like upnd government came free weed give cause too much thinking backwards lies taking everything granted,0.4621,positive,0.4621,0.266,0.57,0.165,positive,0.4621,positive,False,0.0,
565328749437260,bule kaira sleep wake power won t just wait till s back,0.5719,positive,0.5719,0.291,0.709,0.0,positive,0.5719,positive,False,0.0,
1044451394146728,how expect us s never power should given us power over weekend allow us those upgrades,0.2263,positive,0.2263,0.119,0.881,0.0,positive,0.2263,positive,False,0.0,
457632340301493,exercise shouldn t even deadline power goes kaya how many hours days comes back whenever befits,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1122021676311355,rucksanna geloo right now anm confused because tired looking t see,-0.6369,negative,-0.6369,0.0,0.606,0.394,negative,-0.6369,negative,False,0.0,
1122021676311355,clement nmc look press 0057 different codes different metre numbers telling us think really frustrate us zesco needs game,-0.5095,negative,-0.5095,0.0,0.845,0.155,negative,-0.5095,negative,False,0.0,
408819144761920,first time load shedded country remember load shedded under pf than six months load shedding less than week complaining already buy solar genset stop complaining,-0.5061,negative,-0.5061,0.0,0.807,0.193,negative,-0.5061,negative,False,0.0,
1361256761308377,oh remember tactics using call reverse reduction meaning increase 200 reduce 100,0.3182,positive,0.3182,0.173,0.827,0.0,positive,0.3182,positive,False,0.0,
1539253826550352,remember prophecy ignla said s gonna win s david saul,0.5859,positive,0.5859,0.352,0.648,0.0,positive,0.5859,positive,False,0.0,
879154983427096,upnd time remember 2026 home ground begging mercy watching,0.3612,positive,0.3612,0.238,0.762,0.0,positive,0.3612,positive,False,0.0,
8497039393670777,nonsense only those limited reasoning celebrate otherwise work done equal negative 0,-0.5574,negative,-0.5574,0.195,0.368,0.437,negative,-0.5574,negative,False,0.0,
724725065639374,went shop asked chelsea jersey salesman said should come back m serious,-0.0772,negative,-0.0772,0.0,0.885,0.115,negative,-0.0772,negative,False,0.0,
1338452506889039,towera same s went 13 18 same day 23 05,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1338452506889039,towera same went 6hrs came back 13 30hrs s gone 20 30hrs don t know 6hrs talking,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
408819144761920,phenia chikakaila exactly understand too shall pass,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
879154983427096,elizabeth mwanza feel sorry husband marrying empty tin t even brain storm,-0.2732,negative,-0.2732,0.0,0.744,0.256,negative,-0.2732,negative,False,0.0,
879154983427096,felix kumwamwasa truth hurts repeat 2026 home ground know mount tears drop heard matter how louder cry ballot paper speak only language hear meanwell citizen beautiful mother zambia,-0.4404,negative,-0.4404,0.19,0.545,0.265,negative,-0.4404,negative,False,0.0,
879154983427096,nelly daka right mercy way told fimba bursted,0.3612,positive,0.3612,0.263,0.737,0.0,positive,0.3612,positive,False,0.0,
879154983427096,felix kumwamwasa true brother people think clever others problem only look bad part good part nowonder kill each other,-0.4939,negative,-0.4939,0.267,0.399,0.334,negative,-0.4939,negative,False,0.0,
1539253826550352,aimed kahama omar same s god avoiding previous elections,-0.0772,negative,-0.0772,0.2,0.571,0.229,negative,-0.0772,negative,False,0.0,
724725065639374,means seller also serious,-0.0772,negative,-0.0772,0.0,0.698,0.302,negative,-0.0772,negative,False,0.0,
2309913445845051,just accepted bally specialist failure doesn t make sense,-0.296,negative,-0.296,0.184,0.526,0.289,negative,-0.296,negative,False,0.0,
1213964482806850,didn t bargain remember load shedding,0.2023,positive,0.2023,0.31,0.69,0.0,positive,0.2023,positive,False,0.0,
534250465132209,useless instead reducing 14hour just split two halves doesn t change anything see reason creating board consisting zesco erb rest first place,-0.1531,negative,-0.1531,0.092,0.792,0.117,negative,-0.1531,negative,False,0.0,
6266739920037792,making sense better power during working hours than sleeping hours knowing only phones fridges left using power rest off bane tiyeni tusalapuke issue water ku kariba new started mu pf meaning plan should implemented word go power handed over guess someone overlooked see now effect lot businesses affected end day someone pay tax rentals bills take care family come amigos,0.6124,positive,0.6124,0.094,0.844,0.063,positive,0.6124,positive,False,0.0,
707873887745003,nothing good write home t just terminate contracts exporting power visited kariba nothing like low levels cause slogan should always zambians first path taken sir,-0.4023,negative,-0.4023,0.066,0.768,0.165,negative,-0.4023,negative,False,0.0,
484235327119582,remember 1997 german anchor name nebuzburzimbeletbagker since jumped name tell whole story,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
879154983427096,habasimbi h abbigail people thought easy claiming end load shedding,0.4404,positive,0.4404,0.266,0.734,0.0,positive,0.4404,positive,False,0.0,
1539253826550352,ann hamatu mulenga said hh destined presidendy david saul,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
707873887745003,chilyana chitala whoever signed either pf upnd cancel country company make profits make people happy,0.6808,positive,0.6808,0.32,0.583,0.097,positive,0.6808,positive,False,0.0,
707873887745003,mwelwa phillip producing power expensive local citizens going manage pay same price outsiders paying,-0.1027,negative,-0.1027,0.0,0.903,0.097,negative,-0.1027,negative,False,0.0,
707873887745003,anfield sinkman benefits how feed neighbours children yours hungry too let s selfish ngatapali tapali export,-0.128,negative,-0.128,0.139,0.695,0.166,negative,-0.128,negative,False,0.0,
707873887745003,anfield sinkman benefits just political leadership capwa get loans accomodation security,0.6124,positive,0.6124,0.357,0.643,0.0,positive,0.6124,positive,False,0.0,
707873887745003,anfield sinkman uncle fyesu twicula just because few greed people,-0.4019,negative,-0.4019,0.0,0.769,0.231,negative,-0.4019,negative,False,0.0,
707873887745003,mwelwa phillip s easy think obligation honour part contract,0.765,positive,0.765,0.524,0.476,0.0,positive,0.765,positive,False,0.0,
1539253826550352,moses chewe kwateni order nesukulu tata s hh faults experiencing loadshedding believe people want tarnish name president how come just president visited kariba dam everything changes imwee lekeni umuntu abombe,-0.4215,negative,-0.4215,0.041,0.86,0.099,negative,-0.4215,negative,False,0.0,
1539253826550352,siwimoji siwi could meaning prophecy sir,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1366446937441510,people zambia ladies gentlemen remember journey israelites let hh take caenane moses today,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
481698757452496,bally mukali entire zesco including ministers thought meanwhile people still asking difference make atleast someone saloon barbershop chance work 6hrs day nganafikupita lobe,0.25,positive,0.25,0.083,0.917,0.0,positive,0.25,positive,False,0.0,
688737036293807,good solution starters keep coming,0.6369,positive,0.6369,0.634,0.366,0.0,positive,0.6369,positive,False,0.0,
633645125228896,problem those people switch off dont even follow time very quick switch off take forever switch lights order,-0.4019,negative,-0.4019,0.0,0.863,0.137,negative,-0.4019,negative,False,0.0,
867405641174083,read than 5 times still t understand trying say need bally s calculator,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
876960783573740,use solar panels cooking use gas stove even complete shut down okay,0.2263,positive,0.2263,0.147,0.853,0.0,positive,0.2263,positive,False,0.0,
707873887745003,mwelwa phillip yes s yours takes money run same people criticizing zesco government goes bankrupt,-0.5267,negative,-0.5267,0.136,0.556,0.308,negative,-0.5267,negative,False,0.0,
1539253826550352,abigail mkandawire yes everyone furious part saul including honest,0.3182,positive,0.3182,0.382,0.382,0.236,positive,0.3182,positive,False,0.0,
1366446937441510,chilufya daco president god wondering people zambia don t understand story moses israelites,0.2732,positive,0.2732,0.16,0.84,0.0,positive,0.2732,positive,False,0.0,
1366446937441510,nsama patrick people very impatient zambia wonder how manage wait blessings,0.2516,positive,0.2516,0.233,0.6,0.166,positive,0.2516,positive,False,0.0,
1366446937441510,nsama patrick mose chosen god unlike hh chosen human being always compare god humans earthly issues please let god alone just pray forgiven hh also should just sincere thank,0.9287,positive,0.9287,0.459,0.491,0.049,positive,0.9287,positive,False,0.0,
570498601194220,anfield sinkman such minds trying clean accepting things beyond income let things country attainable complicated principles economics applicable developed world,0.6486,positive,0.6486,0.227,0.773,0.0,positive,0.6486,positive,False,0.0,
570498601194220,pamex siamaleke mindset wanting free things should cleaned expect zesco giving cheap electricity run loss how expect run s operations isn t making profits would like run bankrupt start blaming government business,0.25,positive,0.25,0.257,0.532,0.211,positive,0.25,positive,False,0.0,
1252220168979432,misheck cheleka things just thought iphone,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1252220168979432,ernest kasamba english ain t iphone user want go back android,0.0772,positive,0.0772,0.126,0.874,0.0,positive,0.0772,positive,False,0.0,
1252220168979432,ngoma depends kind iphone otherwise buy iphone x above won t problems thank,0.7845,positive,0.7845,0.497,0.363,0.14,positive,0.7845,positive,False,0.0,
876960783573740,martin jnr ll coming cooking go eat home,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1366446937441510,nsama patrick eeeeh told s moses get drunk singing,-0.34,negative,-0.34,0.0,0.745,0.255,negative,-0.34,negative,False,0.0,
1539253826550352,dalitso yes everyone furious part prophecy including honest zambians went official page argue,-0.0258,neutral,-0.0258,0.284,0.427,0.289,neutral,-0.0258,neutral,False,0.0,
1539253826550352,predious chiinga doesn t matter prophecy s u see similarities saul such moral decay arresting someone protesting against homosexuality,-0.6597,negative,-0.6597,0.056,0.663,0.281,negative,-0.6597,negative,False,0.0,
1539253826550352,predious chiinga man respected nigeria never missed try follow many false prophets doesn t receive money politicians speaks mind god,0.7259,positive,0.7259,0.307,0.693,0.0,positive,0.7259,positive,False,0.0,
1539253826550352,pickrell knowels true speaks mind god says s david s just saul really mean,0.5994,positive,0.5994,0.329,0.671,0.0,positive,0.5994,positive,False,0.0,
1251041295755993,quote minimum 6 hours minimum could 12 hrs during day 12hrs night jst buy dry stuff,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
472159101770561,drafters piece smart s reducing load shedding 6hrs 24hrs splitting 12hrs whole day into two segments means 24hrs instead having continuous 12hr load shedding having 12hrs split follows day 24hrs meaning 4 six hours es hence first 6hrs power next 6hrs power next 6hrs power last 6hrs don t power bringing total 12hrs 12hrs without power 24hrs day hope makes sense now ve gatta smart appreciate language,0.875,positive,0.875,0.155,0.845,0.0,positive,0.875,positive,False,0.0,
873152884103138,problems having monopoly system wish could start u electrical company compete zesco otherwise beginning hunger many homes,-0.25,negative,-0.25,0.132,0.637,0.23,negative,-0.25,negative,False,0.0,
1212784172667362,people want play us ve seen,0.4019,positive,0.4019,0.481,0.519,0.0,positive,0.4019,positive,False,0.0,
741211864091012,following timetable muliko nakamungulu,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
530851722153204,incompetence zesco che kaya take president pump sense into stagger outages something commoner think,-0.5106,negative,-0.5106,0.0,0.798,0.202,negative,-0.5106,negative,False,0.0,
475515214753875,government s only president should find solutions ministers sure,0.4588,positive,0.4588,0.4,0.6,0.0,positive,0.4588,positive,False,0.0,
1366446937441510,shekinah ntubungu lifumbela every days knows bible friends thing eating people s heart over praising praising,0.8779,positive,0.8779,0.457,0.543,0.0,positive,0.8779,positive,False,0.0,
1539253826550352,francis muma bunda s good u remember well lets just pray god s mercy s preserve us come land coz wen look life king saul s really scary 1 jealous other peoples success case david 2 wanting others better than 3 turning pipo israel away god,0.8963,positive,0.8963,0.372,0.506,0.122,positive,0.8963,positive,False,0.0,
1539253826550352,1 introduced taxes 2 jealous other peoples success didn t want others better than nearly killed david coz woman praised david over 3 turned israel away living god u moral country name order human rights u see first time police arresting someone 4 protesting against homosexuality,0.2263,positive,0.2263,0.242,0.569,0.189,positive,0.2263,positive,False,0.0,
1539253826550352,kapyelele kerris feel sorry trusting politicians s sad u think loadshedding end first place loadshedding caused same politicians nampower electricity supplying company namibia stopped importing power escom south africa zesco supplying whilst guy s being told lies s loadshedding s over net just google u find unless just want ignore reality coz love president,-0.34,negative,-0.34,0.137,0.669,0.194,negative,-0.34,negative,False,0.0,
1251041295755993,brian silwamba people want trick us think dull,-0.3818,negative,-0.3818,0.127,0.49,0.382,negative,-0.3818,negative,False,0.0,
530851722153204,martha george done order keep micro economy running,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
530851722153204,martha george people window pressing issues need power intervening time,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
530851722153204,bupe kunda meanwhile leave home power come back darkness lol,0.1531,positive,0.1531,0.215,0.538,0.246,positive,0.1531,positive,False,0.0,
530851722153204,martha george d rather small businesses run expense cooking cooker watching tv,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
472159101770561,don t need classroom formulas justify wrong whole scenerio bad serves purpose ve failed reasonably curb challenge,-0.8625,negative,-0.8625,0.056,0.517,0.427,negative,-0.8625,negative,False,0.0,
472159101770561,peter gondwe help partly unlike having power entire day achieve half way wouldn t achieved without power consistent 12hrs,0.4019,positive,0.4019,0.137,0.863,0.0,positive,0.4019,positive,False,0.0,
472159101770561,russell hibajene muvwende atleast s relief because sometimes 24 hours only power 9hours calculate wasn t good even following schedule,0.7184,positive,0.7184,0.273,0.727,0.0,positive,0.7184,positive,False,0.0,
